borough,neighborhood,bin,numfloors,house_number,street_name,full_street_name,zipcode,full_address,streetview_image_usable_flag,streetview_stairs_detected,streetview_gate_detected,streetview_ramp_or_barrier_detected,streetview_amr_can_reach_door_flag,car_ai_penalty_s,car_streetview_stairs_present_R,car_streetview_gate_present_R,car_streetview_ramp_or_barrier_present_R,car_streetview_access_barrier_score_R,amr_streetview_stairs_present_R,amr_streetview_gate_present_R,amr_streetview_ramp_or_barrier_present_R,amr_streetview_access_barrier_score_R,streetview_access_barrier_score_R
Manhattan,Hell's Kitchen,1026749,5.0,789.0,9,9 AVE,10019.0,789 9 AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown South-Flatiron-Union Square,1015655,4.0,1153.0,BROADWAY,BROADWAY,10001.0,1153 BROADWAY,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1028769,6.0,12.0,76,W  76 ST,10023.0,12 W  76 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Hell's Kitchen,1026886,2.0,417.0,57,W  57 ST,10019.0,417 W  57 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Hell's Kitchen,1026561,4.0,427.0,47,W  47 ST,10036.0,427 W  47 ST,True,False,True,False,False,15,0,1,0,0.3333333333333333,0,1,0,0.3333333333333333,0.3333333333333333
Manhattan,Hell's Kitchen,1013002,2.0,402.0,40,W  40 ST,10018.0,402 W  40 ST,True,False,True,False,True,15,0,1,0,0.3333333333333333,0,1,0,0.3333333333333333,0.3333333333333333
Manhattan,Midtown-Times Square,1023383,16.0,136.0,55,W  55 ST,10019.0,136 W  55 ST,True,False,True,False,True,15,0,1,0,0.3333333333333333,0,1,0,0.3333333333333333,0.3333333333333333
Manhattan,Upper West Side-Lincoln Square,1028594,4.0,,,,,,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Chelsea-Hudson Yards,1013113,3.0,,,,,,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Hell's Kitchen,1026378,4.0,438.0,44,W  44 ST,10036.0,438 W  44 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Midtown-Times Square,1024651,5.0,208.0,41,W  41 ST,10036.0,208 W  41 ST,False,False,False,False,False,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Gramercy,1020543,17.0,301.0,21,E  21 ST,10010.0,301 E  21 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1030738,10.0,240.0,75,W  75 ST,10023.0,240 W  75 ST,True,False,True,False,True,15,0,1,0,0.3333333333333333,0,1,0,0.3333333333333333,0.3333333333333333
Manhattan,Hell's Kitchen,1026911,44.0,555.0,42,W  42 ST,10036.0,555 W  42 ST,True,False,True,False,False,15,0,1,0,0.3333333333333333,0,1,0,0.3333333333333333,0.3333333333333333
Manhattan,Upper West Side (Central),1030105,4.0,110.0,75,W  75 ST,10023.0,110 W  75 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Upper West Side-Lincoln Square,1029634,5.0,141.0,69,W  69 ST,10023.0,141 W  69 ST,True,False,True,False,False,15,0,1,0,0.3333333333333333,0,1,0,0.3333333333333333,0.3333333333333333
Manhattan,Gramercy,1020389,5.0,307.0,14,E  14 ST,10003.0,307 E  14 ST,True,True,False,True,True,30,1,0,1,0.6666666666666666,1,0,1,0.6666666666666666,0.6666666666666666
Manhattan,Upper West Side-Lincoln Square,1030934,3.0,314.0,71,W  71 ST,10023.0,314 W  71 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Upper West Side (Central),1030240,4.0,155.0,78,W  78 ST,10024.0,155 W  78 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Gramercy,1019603,20.0,245.0,19,E  19 ST,10003.0,245 E  19 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown South-Flatiron-Union Square,1016222,9.0,24.0,21,E  21 ST,10010.0,24 E  21 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Hell's Kitchen,1027141,7.0,606.0,52,W  52 ST,10019.0,606 W  52 ST,False,False,False,False,False,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1013969,3.0,255.0,19,W  19 ST,10011.0,255 W  19 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Chelsea-Hudson Yards,1012526,1.0,505.0,38,W  38 ST,10018.0,505 W  38 ST,True,False,True,True,False,25,0,1,1,0.6666666666666666,0,1,1,0.6666666666666666,0.6666666666666666
Manhattan,Midtown-Times Square,1024871,5.0,253.0,55,W  55 ST,10019.0,253 W  55 ST,False,False,False,False,False,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown-Times Square,1022570,4.0,147.0,40,W  40 ST,10018.0,147 W  40 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Chelsea-Hudson Yards,1012782,6.0,246.0,10,10 AVE,10001.0,246 10 AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1031059,4.0,,,,,,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Hell's Kitchen,1026878,,475.0,57,W  57 ST,10019.0,475 W  57 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Hell's Kitchen,1026460,5.0,408.0,46,W  46 ST,10036.0,408 W  46 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Chelsea-Hudson Yards,1013964,5.0,184.0,8,8 AVE,10011.0,184 8 AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1015025,12.0,134.0,26,W  26 ST,10001.0,134 W  26 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side-Lincoln Square,1029873,13.0,171.0,71,W  71 ST,10023.0,171 W  71 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Upper West Side (Central),1031483,4.0,54.0,88,W  88 ST,10024.0,54 W  88 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Hell's Kitchen,1026482,5.0,449.0,46,W  46 ST,10036.0,449 W  46 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Chelsea-Hudson Yards,1012585,,410.0,20,W  20 ST,10011.0,410 W  20 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Hell's Kitchen,1025090,4.0,341.0,47,W  47 ST,10036.0,341 W  47 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Gramercy,1020457,4.0,310.0,18,E  18 ST,10003.0,310 E  18 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Hell's Kitchen,1026495,5.0,410.0,47,W  47 ST,10036.0,410 W  47 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Chelsea-Hudson Yards,1012641,5.0,193.0,9,9 AVE,10011.0,193 9 AVE,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Chelsea-Hudson Yards,1013587,5.0,474.0,9,9 AVE,10018.0,474 9 AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1012496,1.0,510.0,37,W  37 ST,10018.0,510 W  37 ST,True,False,False,False,False,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown-Times Square,1024709,8.0,246.0,44,W  44 ST,10036.0,246 W  44 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Hell's Kitchen,1026668,4.0,738.0,10,10 AVE,10019.0,738 10 AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1012565,12.0,444.0,19,W  19 ST,10011.0,444 W  19 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side-Lincoln Square,1028452,4.0,39.0,68,W  68 ST,10023.0,39 W  68 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Hell's Kitchen,1026419,5.0,635.0,9,9 AVE,10036.0,635 9 AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1013131,3.0,361.0,18,W  18 ST,10011.0,361 W  18 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Hell's Kitchen,1026747,5.0,783.0,9,9 AVE,10019.0,783 9 AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown-Times Square,1015236,25.0,154.0,37,W  37 ST,10018.0,154 W  37 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1028823,7.0,353.0,COLUMBUS,COLUMBUS AVE,10024.0,353 COLUMBUS AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown-Times Square,1023738,9.0,158.0,58,W  58 ST,10019.0,158 W  58 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Midtown South-Flatiron-Union Square,1015711,4.0,,,,,,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Midtown South-Flatiron-Union Square,1016979,5.0,,,,,,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1012889,6.0,437.0,36,W  36 ST,10018.0,437 W  36 ST,True,False,False,False,False,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1014985,12.0,108.0,25,W  25 ST,10001.0,108 W  25 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1013208,3.0,341.0,19,W  19 ST,10011.0,341 W  19 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Upper West Side (Central),1031203,5.0,473.0,COLUMBUS,COLUMBUS AVE,10024.0,473 COLUMBUS AVE,True,False,False,False,False,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1031007,5.0,303.0,74,W  74 ST,10023.0,303 W  74 ST,True,True,False,True,False,30,1,0,1,0.6666666666666666,1,0,1,0.6666666666666666,0.6666666666666666
Manhattan,Chelsea-Hudson Yards,1014659,3.0,,,,,,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1012541,8.0,401.0,15,W  15 ST,10011.0,401 W  15 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1031731,4.0,24.0,96,W  96 ST,10025.0,24 W  96 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Upper West Side-Lincoln Square,1028857,27.0,,,,,,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown South-Flatiron-Union Square,1016204,3.5,27.0,20,E  20 ST,10003.0,27 E  20 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Upper West Side (Central),1031180,4.0,7.0,82,W  82 ST,10024.0,7 W  82 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Midtown South-Flatiron-Union Square,1015037,12.0,127.0,26,W  26 ST,10001.0,127 W  26 ST,True,False,True,False,False,15,0,1,0,0.3333333333333333,0,1,0,0.3333333333333333,0.3333333333333333
Manhattan,Chelsea-Hudson Yards,1013192,2.0,148.0,9,9 AVE,10011.0,148 9 AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1014123,4.0,207.0,22,W  22 ST,10011.0,207 W  22 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Upper West Side-Lincoln Square,1028615,5.0,27.0,71,W  71 ST,10023.0,27 W  71 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Gramercy,1019773,6.0,219.0,23,E  23 ST,10010.0,219 E  23 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1031739,6.0,46.0,96,W  96 ST,10025.0,46 W  96 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Chelsea-Hudson Yards,1014530,5.0,100.0,15,W  15 ST,10011.0,100 W  15 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1031389,4.0,73.0,85,W  85 ST,10024.0,73 W  85 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Upper West Side (Central),1031581,9.0,30.0,90,W  90 ST,10024.0,30 W  90 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side-Lincoln Square,1029766,4.0,114.0,71,W  71 ST,10023.0,114 W  71 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Hell's Kitchen,1026803,5.0,446.0,55,W  55 ST,10019.0,446 W  55 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Gramercy,1018202,7.0,114.0,28,E  28 ST,10016.0,114 E  28 ST,False,False,False,False,False,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Gramercy,1020479,4.0,,,,,,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Hell's Kitchen,1025019,3.0,336.0,46,W  46 ST,10036.0,336 W  46 ST,True,True,False,False,True,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Midtown South-Flatiron-Union Square,1015318,21.0,108.0,5,5 AVE,10011.0,108 5 AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown South-Flatiron-Union Square,1016089,16.0,22.0,17,E  17 ST,10003.0,22 E  17 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Gramercy,1019609,6.0,237.0,3,3 AVE,10003.0,237 3 AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Gramercy,1019611,7.0,201.0,20,E  20 ST,10003.0,201 E  20 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Hell's Kitchen,1025145,6.0,304.0,49,W  49 ST,10019.0,304 W  49 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Hell's Kitchen,1026879,5.0,469.0,57,W  57 ST,10019.0,469 W  57 ST,True,False,True,False,True,15,0,1,0,0.3333333333333333,0,1,0,0.3333333333333333,0.3333333333333333
Manhattan,Chelsea-Hudson Yards,1012860,26.0,441.0,9,9 AVE,10001.0,441 9 AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Gramercy,1020451,4.0,322.0,18,E  18 ST,10003.0,322 E  18 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Midtown South-Flatiron-Union Square,1016066,8.0,20.0,15,E  15 ST,10003.0,20 E  15 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1013300,5.0,317.0,21,W  21 ST,10011.0,317 W  21 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Midtown South-Flatiron-Union Square,1015643,12.0,15.0,26,W  26 ST,10010.0,15 W  26 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Hell's Kitchen,1026414,4.0,401.0,44,W  44 ST,10036.0,401 W  44 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1013086,5.0,352.0,18,W  18 ST,10011.0,352 W  18 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Midtown-Times Square,1024728,5.0,226.0,46,W  46 ST,10036.0,226 W  46 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1028763,5.0,5.0,75,W  75 ST,10023.0,5 W  75 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Chelsea-Hudson Yards,1012564,8.0,434.0,19,W  19 ST,10011.0,434 W  19 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown-Times Square,1023742,4.0,132.0,58,W  58 ST,10019.0,132 W  58 ST,True,False,True,False,True,15,0,1,0,0.3333333333333333,0,1,0,0.3333333333333333,0.3333333333333333
Manhattan,Hell's Kitchen,1026786,5.0,437.0,54,W  54 ST,10019.0,437 W  54 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Midtown-Times Square,1014497,16.0,257.0,39,W  39 ST,10018.0,257 W  39 ST,True,False,True,False,False,15,0,1,0,0.3333333333333333,0,1,0,0.3333333333333333,0.3333333333333333
Manhattan,Chelsea-Hudson Yards,1015003,12.0,147.0,25,W  25 ST,10001.0,147 W  25 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Hell's Kitchen,1027113,1.0,604.0,47,W  47 ST,10036.0,604 W  47 ST,True,False,True,False,True,15,0,1,0,0.3333333333333333,0,1,0,0.3333333333333333,0.3333333333333333
Manhattan,Midtown South-Flatiron-Union Square,1015148,6.0,120.0,30,W  30 ST,10001.0,120 W  30 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Gramercy,1019585,4.0,239.0,18,E  18 ST,10003.0,239 E  18 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Hell's Kitchen,1024951,5.0,330.0,43,W  43 ST,10036.0,330 W  43 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Midtown-Times Square,1024874,6.0,243.0,55,W  55 ST,10019.0,243 W  55 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1030906,9.0,,,,,,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Chelsea-Hudson Yards,1013278,4.0,180.0,9,9 AVE,10011.0,180 9 AVE,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Chelsea-Hudson Yards,1014027,5.0,225.0,20,W  20 ST,10011.0,225 W  20 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Gramercy,1017991,12.0,1.0,LEXINGTON,LEXINGTON AVE,10010.0,1 LEXINGTON AVE,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Chelsea-Hudson Yards,1013028,6.0,330.0,15,W  15 ST,10011.0,330 W  15 ST,True,False,True,False,False,15,0,1,0,0.3333333333333333,0,1,0,0.3333333333333333,0.3333333333333333
Manhattan,Hell's Kitchen,1026480,5.0,453.0,46,W  46 ST,10036.0,453 W  46 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Chelsea-Hudson Yards,1014007,6.0,192.0,8,8 AVE,10011.0,192 8 AVE,True,False,False,True,True,10,0,0,1,0.3333333333333333,0,0,1,0.3333333333333333,0.3333333333333333
Manhattan,Midtown-Times Square,1022629,13.0,123.0,44,W  44 ST,10036.0,123 W  44 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Chelsea-Hudson Yards,1012311,1.0,,,,,,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Midtown South-Flatiron-Union Square,1016152,13.0,228.0,PARK,PARK AVE S,10003.0,228 PARK AVE S,True,True,False,True,True,30,1,0,1,0.6666666666666666,1,0,1,0.6666666666666666,0.6666666666666666
Manhattan,Midtown South-Flatiron-Union Square,1016945,5.0,4.0,30,E  30 ST,10016.0,4 E  30 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Hell's Kitchen,1026490,5.0,415.0,46,W  46 ST,10036.0,415 W  46 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Upper West Side (Central),1031055,4.0,313.0,76,W  76 ST,10023.0,313 W  76 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Midtown South-Flatiron-Union Square,1014282,17.0,245.0,29,W  29 ST,10001.0,245 W  29 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side-Lincoln Square,1028159,36.0,125.0,COLUMBUS,COLUMBUS AVE,10023.0,125 COLUMBUS AVE,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown-Times Square,1022646,5.0,,,,,,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown-Times Square,1015969,13.0,,,,,,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Midtown-Times Square,1022638,4.0,121.0,45,W  45 ST,10036.0,121 W  45 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown South-Flatiron-Union Square,1014298,2.0,220.0,30,W  30 ST,10001.0,220 W  30 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Hell's Kitchen,1026572,5.0,404.0,48,W  48 ST,10036.0,404 W  48 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Midtown South-Flatiron-Union Square,1014342,6.0,220.0,31,W  31 ST,10001.0,220 W  31 ST,True,False,False,True,False,10,0,0,1,0.3333333333333333,0,0,1,0.3333333333333333,0.3333333333333333
Manhattan,Gramercy,1018192,4.0,132.0,28,E  28 ST,10016.0,132 E  28 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Gramercy,1017829,3.0,47.0,IRVING,IRVING PL,10003.0,47 IRVING PL,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Midtown-Times Square,1014464,14.0,242.0,38,W  38 ST,10018.0,242 W  38 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Hell's Kitchen,1026350,5.0,447.0,43,W  43 ST,10036.0,447 W  43 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Hell's Kitchen,1026671,4.0,453.0,50,W  50 ST,10019.0,453 W  50 ST,True,False,True,False,False,15,0,1,0,0.3333333333333333,0,1,0,0.3333333333333333,0.3333333333333333
Manhattan,Chelsea-Hudson Yards,1014760,6.0,150.0,21,W  21 ST,10011.0,150 W  21 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Hell's Kitchen,1026810,5.0,,,,,,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown South-Flatiron-Union Square,1016161,9.0,15.0,19,E  19 ST,10003.0,15 E  19 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Midtown South-Flatiron-Union Square,1016995,10.0,34.0,32,E  32 ST,10016.0,34 E  32 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1031503,4.0,41.0,88,W  88 ST,10024.0,41 W  88 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Upper West Side (Central),1030129,4.0,117.0,75,W  75 ST,10023.0,117 W  75 ST,True,False,True,True,True,25,0,1,1,0.6666666666666666,0,1,1,0.6666666666666666,0.6666666666666666
Manhattan,Chelsea-Hudson Yards,1013368,5.0,348.0,23,W  23 ST,10011.0,348 W  23 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1031735,5.0,,,,,,True,True,False,True,False,30,1,0,1,0.6666666666666666,1,0,1,0.6666666666666666,0.6666666666666666
Manhattan,Upper West Side-Lincoln Square,1028575,4.0,40.0,71,W  71 ST,10023.0,40 W  71 ST,True,True,True,False,False,35,1,1,0,0.6666666666666666,1,1,0,0.6666666666666666,0.6666666666666666
Manhattan,Upper West Side (Central),1030188,5.0,172.0,77,W  77 ST,10024.0,172 W  77 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1030912,4.0,210.0,79,W  79 ST,10024.0,210 W  79 ST,True,True,False,False,False,20,1,0,0,0.3333333333333333,1,0,0,0.3333333333333333,0.3333333333333333
Manhattan,Midtown-Times Square,1024889,5.0,257.0,55,W  55 ST,10019.0,257 W  55 ST,True,False,True,False,False,15,0,1,0,0.3333333333333333,0,1,0,0.3333333333333333,0.3333333333333333
Manhattan,Upper West Side-Lincoln Square,1029896,5.0,136.0,72,W  72 ST,10023.0,136 W  72 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
Manhattan,Upper West Side (Central),1031571,7.0,4.0,90,W  90 ST,10024.0,4 W  90 ST,True,False,False,False,True,0,0,0,0,0.0,0,0,0,0.0,0.0
